employeenumber,age,gender,maritalstatus,education,department,jobrole,joblevel,monthlyincome,percentsalaryhike,jobsatisfaction,environmentsatisfaction,worklifebalance,tenure_years,yearsincurrentrole,yearssincelastpromotion,overtime,attrition_flag
1184,34,Male,Single,3,Research & Development,Healthcare Representative,2,5343,20,1,4,3,13,9,4,No,0
1185,35,Male,Married,4,Research & Development,Laboratory Technician,1,2376,13,4,4,4,2,2,2,No,0
1188,43,Female,Single,3,Sales,Sales Executive,2,5346,13,3,1,2,4,3,1,No,1
1190,32,Female,Divorced,1,Sales,Sales Representative,1,2827,12,1,3,3,1,0,0,No,0
1191,56,Female,Divorced,4,Research & Development,Manager,5,19943,13,1,4,3,5,2,4,No,0
1192,29,Female,Married,1,Research & Development,Laboratory Technician,1,3131,13,4,2,3,10,8,0,No,0
1193,19,Male,Single,2,Research & Development,Research Scientist,1,2552,25,1,3,3,1,1,0,No,0
1195,45,Female,Married,3,Research & Development,Research Scientist,1,4477,19,3,1,2,3,2,0,Yes,0
1196,37,Female,Married,3,Research & Development,Manufacturing Director,2,6474,13,4,4,2,14,8,3,No,0
1198,20,Male,Single,3,Research & Development,Laboratory Technician,1,3033,12,3,1,2,2,2,1,No,0
1200,44,Male,Single,4,Research & Development,Research Scientist,1,2936,11,3,3,3,6,4,0,Yes,1
1201,53,Female,Divorced,2,Research & Development,Manager,5,18606,18,3,4,3,7,7,4,No,0
1202,29,Female,Married,1,Research & Development,Research Scientist,1,2168,18,4,2,2,5,4,1,Yes,0
1203,22,Male,Married,4,Research & Development,Research Scientist,1,2853,11,4,3,3,0,0,0,Yes,1
1204,46,Female,Married,3,Sales,Manager,4,17048,23,1,3,3,26,15,15,No,0
1206,44,Male,Single,3,Research & Development,Research Scientist,1,2290,13,3,4,3,0,0,0,No,0
1207,33,Male,Married,3,Human Resources,Human Resources,1,3600,13,3,2,3,5,4,1,No,0
1210,41,Male,Divorced,2,Research & Development,Research Scientist,1,2107,17,1,1,1,1,0,0,No,1
1211,30,Male,Divorced,4,Sales,Sales Executive,2,4115,19,1,3,3,4,3,0,No,0
1212,40,Male,Married,4,Sales,Sales Executive,2,4327,12,2,2,3,0,0,0,No,0
1215,50,Female,Married,3,Research & Development,Manager,4,17856,22,1,4,3,2,2,2,No,0
1216,28,Male,Married,4,Research & Development,Laboratory Technician,1,3196,12,1,4,3,6,5,3,No,0
1217,46,Male,Married,2,Research & Development,Research Director,5,19081,11,2,4,3,4,2,0,No,0
1218,35,Male,Married,4,Sales,Sales Executive,2,8966,15,1,3,3,7,7,1,Yes,0
1219,24,Female,Married,2,Research & Development,Laboratory Technician,1,2210,13,2,4,1,1,0,0,No,1
1220,33,Female,Married,3,Sales,Sales Executive,2,4539,12,3,2,2,10,7,0,No,0
1221,36,Male,Divorced,4,Research & Development,Laboratory Technician,1,2741,14,3,3,3,7,7,1,No,0
1224,30,Male,Divorced,4,Research & Development,Laboratory Technician,2,3491,13,3,3,2,10,7,8,No,0
1225,44,Male,Single,4,Research & Development,Research Scientist,2,4541,25,4,4,3,20,11,13,No,0
1226,20,Male,Single,3,Sales,Sales Representative,1,2678,17,4,3,3,2,1,2,No,0
1228,46,Male,Divorced,4,Research & Development,Manufacturing Director,2,7379,11,4,4,2,6,3,1,No,0
1231,42,Male,Married,5,Human Resources,Human Resources,2,6272,16,1,4,4,4,3,0,No,0
1233,60,Male,Divorced,4,Sales,Sales Executive,2,5220,18,4,2,3,11,7,1,Yes,0
1234,32,Female,Married,3,Research & Development,Laboratory Technician,1,2743,20,2,3,3,2,2,2,No,0
1235,32,Female,Single,2,Research & Development,Research Scientist,2,4998,14,3,4,3,8,7,0,Yes,0
1237,36,Female,Divorced,3,Research & Development,Manufacturing Director,3,10252,21,1,3,3,7,7,7,Yes,0
1238,33,Male,Married,3,Research & Development,Research Scientist,1,2781,13,4,1,3,14,10,4,No,0
1239,40,Female,Divorced,3,Sales,Sales Executive,2,6852,12,2,2,4,5,1,1,No,0
1240,25,Male,Single,4,Sales,Sales Executive,2,4950,14,4,3,3,4,3,1,No,0
1241,30,Male,Married,3,Research & Development,Research Scientist,1,3579,21,2,4,3,11,9,5,Yes,0
1242,42,Female,Married,5,Research & Development,Research Director,3,13191,17,1,1,3,1,0,0,Yes,0
1243,35,Female,Married,2,Sales,Sales Executive,3,10377,11,4,3,2,13,2,4,Yes,0
1244,27,Male,Married,3,Research & Development,Research Scientist,1,2235,14,1,1,2,9,7,6,Yes,0
1245,54,Female,Divorced,4,Research & Development,Manufacturing Director,3,10502,17,3,4,1,5,4,1,No,0
1246,44,Female,Married,1,Research & Development,Research Scientist,1,2011,13,4,1,3,10,5,7,No,0
1248,19,Female,Single,3,Research & Development,Research Scientist,1,1859,25,2,1,4,1,1,0,Yes,1
1249,29,Female,Divorced,3,Research & Development,Research Scientist,1,3760,15,4,1,3,3,2,1,No,0
1250,54,Male,Married,3,Research & Development,Research Director,4,17779,14,4,4,3,10,9,0,No,0
1251,31,Male,Married,2,Research & Development,Healthcare Representative,2,6833,12,1,3,2,6,5,0,Yes,0
1252,31,Female,Single,3,Research & Development,Healthcare Representative,2,6812,19,1,3,3,10,9,1,No,0
1254,59,Female,Single,3,Sales,Sales Executive,2,5171,17,4,3,3,6,1,0,No,0
1255,43,Male,Married,3,Research & Development,Research Director,5,19740,14,4,3,3,8,7,0,No,0
1256,49,Male,Married,2,Research & Development,Manager,5,18711,13,3,1,4,1,0,0,No,0
1257,36,Male,Married,3,Research & Development,Research Scientist,1,3692,12,2,3,2,11,10,0,No,0
1258,48,Male,Single,2,Research & Development,Laboratory Technician,1,2559,11,2,4,2,1,0,0,No,0
1259,27,Male,Divorced,2,Research & Development,Research Scientist,1,2517,11,3,1,3,5,3,0,No,0
1260,29,Male,Divorced,3,Research & Development,Healthcare Representative,2,6623,11,4,3,3,6,0,1,Yes,0
1263,48,Male,Single,3,Research & Development,Research Director,5,18265,12,4,4,4,1,0,0,No,0
1264,29,Female,Divorced,3,Research & Development,Research Director,4,16124,14,4,4,2,7,7,1,No,0
1265,34,Female,Married,3,Research & Development,Research Scientist,1,2585,17,3,3,2,1,0,0,No,0
1267,44,Male,Married,3,Sales,Manager,5,18213,11,2,2,3,22,9,3,No,0
1268,33,Male,Divorced,5,Sales,Sales Executive,3,8380,14,3,4,3,9,8,0,Yes,0
1269,19,Female,Single,3,Research & Development,Research Scientist,1,2994,12,4,2,3,1,0,0,Yes,0
1270,23,Male,Married,2,Research & Development,Research Scientist,1,1223,22,3,4,3,1,0,0,No,0
1273,25,Male,Single,1,Sales,Sales Representative,1,1118,14,4,3,3,1,0,1,Yes,1
1275,26,Male,Single,2,Research & Development,Research Scientist,1,2875,20,4,3,2,8,5,2,Yes,0
1277,45,Female,Single,3,Sales,Manager,5,18824,16,2,1,3,24,10,1,Yes,1
1278,55,Male,Divorced,1,Research & Development,Healthcare Representative,4,13577,15,2,4,3,33,9,15,Yes,0
1279,21,Female,Single,2,Research & Development,Laboratory Technician,1,2625,20,3,1,1,2,2,2,No,1
1280,46,Female,Married,2,Sales,Manager,5,18789,14,2,4,3,11,4,0,No,0
1281,34,Female,Single,3,Sales,Sales Executive,2,4538,12,1,3,3,3,2,0,Yes,0
1282,51,Male,Divorced,3,Sales,Manager,5,19847,24,2,4,2,29,10,11,Yes,0
1283,59,Male,Single,4,Research & Development,Manufacturing Director,3,10512,12,4,4,2,9,7,5,No,0
1285,34,Female,Divorced,3,Research & Development,Laboratory Technician,2,4444,13,2,3,4,11,8,5,No,0
1286,28,Male,Single,4,Research & Development,Laboratory Technician,1,2154,11,3,4,2,4,2,0,Yes,0
1288,44,Male,Divorced,2,Research & Development,Manager,5,19190,14,1,3,2,25,9,14,No,0
1289,34,Male,Married,3,Human Resources,Human Resources,2,4490,11,2,3,4,10,9,1,No,0
1291,35,Male,Married,1,Research & Development,Research Scientist,1,3506,14,3,3,3,3,2,2,Yes,0
1292,42,Female,Married,4,Research & Development,Research Scientist,2,2372,16,2,2,3,1,0,0,Yes,0
1293,43,Female,Single,4,Sales,Sales Executive,3,10231,14,4,4,4,21,7,15,No,0
1294,36,Female,Single,4,Research & Development,Manufacturing Director,2,5410,11,2,3,3,16,14,5,Yes,0
1295,44,Female,Married,3,Research & Development,Healthcare Representative,3,7978,11,4,1,3,10,7,0,No,1
1296,28,Male,Married,3,Research & Development,Laboratory Technician,1,3867,12,4,4,3,2,2,2,Yes,0
1297,51,Female,Single,2,Research & Development,Laboratory Technician,1,2838,14,3,2,2,7,0,7,No,0
1298,30,Female,Single,2,Research & Development,Manufacturing Director,2,4695,18,3,3,3,8,4,1,Yes,0
1299,29,Female,Divorced,3,Research & Development,Laboratory Technician,1,3339,13,3,2,3,7,7,7,Yes,1
1301,28,Male,Single,3,Research & Development,Research Scientist,1,2080,11,1,4,2,3,2,1,No,0
1303,25,Female,Single,3,Research & Development,Research Scientist,1,2096,18,2,4,2,2,2,2,No,0
1304,32,Male,Married,3,Sales,Sales Executive,2,6209,15,4,3,4,10,7,0,No,0
1306,45,Female,Single,3,Research & Development,Manager,5,18061,22,2,2,3,0,0,0,No,0
1307,39,Female,Divorced,4,Research & Development,Manager,4,17123,13,2,3,3,19,9,15,Yes,0
1308,58,Male,Divorced,4,Research & Development,Research Scientist,1,2372,12,3,1,3,2,2,2,No,0
1309,32,Male,Married,2,Research & Development,Laboratory Technician,2,4883,18,3,4,3,10,4,1,No,1
1310,39,Male,Single,3,Research & Development,Research Scientist,1,3904,13,1,3,3,5,2,0,No,1
1311,30,Female,Married,3,Research & Development,Laboratory Technician,2,4627,12,4,1,3,9,2,6,No,0
1312,36,Female,Married,4,Research & Development,Healthcare Representative,3,7094,12,3,4,3,7,7,1,No,0
1314,46,Female,Single,2,Human Resources,Human Resources,1,3423,12,1,4,4,7,6,5,No,0
1315,28,Female,Married,3,Research & Development,Laboratory Technician,2,6674,11,4,3,3,9,8,7,No,0
1317,50,Female,Married,3,Research & Development,Research Director,4,16880,11,1,4,3,3,2,1,Yes,0
1318,40,Male,Single,4,Sales,Sales Executive,3,9094,12,2,4,3,5,4,1,Yes,1
1319,52,Male,Single,3,Sales,Sales Executive,3,8446,19,2,2,2,8,7,7,Yes,1
1321,30,Female,Married,4,Research & Development,Manager,3,11916,23,1,2,3,9,1,0,Yes,0
1322,39,Male,Single,2,Research & Development,Manufacturing Director,2,4534,11,3,1,3,8,7,1,No,0
1324,31,Female,Divorced,4,Sales,Sales Executive,3,9852,19,3,4,2,10,8,9,Yes,0
1329,41,Male,Single,2,Sales,Sales Executive,2,6151,13,2,3,3,19,2,11,No,0
1331,31,Female,Single,3,Sales,Sales Representative,1,2302,11,2,4,4,3,2,2,Yes,1
1333,44,Male,Married,3,Research & Development,Laboratory Technician,1,2362,12,1,1,4,3,2,1,No,1
1334,42,Male,Married,1,Research & Development,Manager,4,17861,13,3,3,2,20,8,2,Yes,0
1336,55,Female,Married,2,Research & Development,Manager,5,19187,14,3,4,3,19,9,9,No,0
1338,56,Male,Single,4,Human Resources,Manager,5,19717,14,2,4,3,7,3,7,No,0
1340,40,Male,Divorced,2,Research & Development,Research Scientist,1,3544,16,3,3,3,4,2,0,No,0
1344,34,Male,Divorced,3,Research & Development,Healthcare Representative,3,8500,11,4,4,2,9,7,1,No,0
1346,40,Male,Single,3,Research & Development,Research Scientist,2,4661,13,4,3,3,9,8,8,No,0
1349,41,Female,Divorced,3,Sales,Sales Executive,2,4103,17,1,3,3,9,3,1,No,0
1350,35,Male,Single,4,Research & Development,Research Scientist,2,4249,11,3,3,3,9,6,1,Yes,0
1352,51,Male,Divorced,3,Human Resources,Manager,4,14026,11,2,3,3,33,9,0,Yes,0
1355,38,Female,Divorced,2,Sales,Sales Executive,2,6893,15,1,2,3,7,7,1,No,0
1356,34,Female,Single,2,Sales,Sales Executive,2,6125,12,1,3,4,10,8,9,No,0
1358,25,Male,Married,1,Research & Development,Laboratory Technician,1,3669,11,4,4,2,3,2,1,No,0
1360,58,Female,Married,4,Research & Development,Manufacturing Director,3,10008,14,1,3,2,10,9,5,Yes,1
1361,40,Male,Married,4,Research & Development,Laboratory Technician,1,2387,22,2,2,3,4,2,0,No,0
1362,36,Female,Married,3,Sales,Sales Executive,2,4639,16,1,1,2,15,7,6,No,0
1363,48,Male,Single,3,Research & Development,Manufacturing Director,3,7898,11,4,4,3,10,9,0,No,0
1364,27,Female,Married,3,Sales,Sales Representative,1,2534,14,4,3,3,1,0,0,No,0
1367,51,Female,Single,2,Research & Development,Manufacturing Director,4,13142,16,2,4,2,5,2,0,No,0
1368,18,Female,Single,3,Research & Development,Laboratory Technician,1,1611,15,4,4,4,0,0,0,No,0
1369,35,Female,Married,3,Research & Development,Laboratory Technician,2,5363,12,4,4,3,9,7,0,No,0
1371,27,Male,Single,1,Sales,Sales Executive,2,5071,20,4,4,3,6,2,0,No,0
1372,55,Male,Single,4,Sales,Sales Executive,4,13695,17,3,1,2,19,7,3,Yes,1
1373,56,Male,Married,3,Research & Development,Manufacturing Director,4,13402,12,2,4,3,19,16,15,Yes,0
1374,34,Female,Divorced,1,Research & Development,Research Scientist,1,2029,20,3,1,3,5,4,0,No,0
1375,40,Female,Divorced,1,Research & Development,Healthcare Representative,2,6377,20,3,2,3,12,11,11,No,0
1377,34,Male,Married,3,Research & Development,Laboratory Technician,2,5429,13,3,2,3,8,7,7,No,0
1379,31,Female,Single,3,Sales,Sales Representative,1,2785,14,4,3,4,1,0,0,No,1
1380,35,Female,Married,4,Sales,Sales Executive,2,4614,18,3,4,2,4,2,3,Yes,1
1382,38,Male,Divorced,3,Research & Development,Research Scientist,1,2610,11,3,4,3,4,2,0,No,0
1383,34,Female,Single,4,Research & Development,Healthcare Representative,2,6687,11,4,3,4,14,11,4,No,0
1387,28,Male,Married,3,Sales,Sales Executive,2,4724,11,1,3,3,5,3,0,No,0
1389,31,Male,Married,4,Research & Development,Manufacturing Director,2,6179,15,3,4,2,10,2,6,Yes,1
1390,39,Male,Married,4,Sales,Sales Executive,2,6120,12,4,1,4,5,4,1,Yes,0
1391,51,Male,Married,3,Sales,Sales Executive,3,10596,11,2,2,3,4,2,3,No,0
1392,41,Female,Divorced,3,Research & Development,Research Scientist,2,5467,14,4,4,2,6,2,3,Yes,0
1394,37,Male,Married,1,Research & Development,Research Scientist,1,2996,15,3,3,3,6,4,1,Yes,0
1395,33,Male,Married,1,Sales,Sales Executive,2,9998,13,4,2,4,5,4,1,No,0
1396,32,Male,Married,1,Sales,Sales Executive,2,4078,13,2,3,2,3,2,1,Yes,0
1397,39,Male,Married,2,Research & Development,Healthcare Representative,3,10920,21,3,3,3,6,4,0,No,0
1399,25,Male,Married,1,Sales,Sales Executive,2,6232,11,3,1,2,3,2,1,No,0
1401,52,Female,Married,2,Research & Development,Manufacturing Director,4,13247,11,3,4,2,5,3,0,Yes,0
1402,43,Female,Single,3,Research & Development,Research Scientist,2,4081,14,3,1,1,20,7,1,Yes,0
1403,27,Female,Married,3,Sales,Sales Executive,2,5769,11,4,4,3,6,2,4,Yes,0
1405,27,Female,Single,4,Research & Development,Research Scientist,1,2394,13,3,4,3,8,2,7,Yes,1
1407,26,Male,Single,1,Research & Development,Research Scientist,1,3904,12,4,1,3,4,3,1,No,0
1408,42,Female,Married,3,Human Resources,Manager,4,16799,14,1,3,3,20,7,0,No,0
1409,52,Female,Married,4,Research & Development,Laboratory Technician,1,2950,13,1,3,1,5,4,0,No,0
1411,37,Female,Single,3,Research & Development,Laboratory Technician,1,3629,18,3,1,3,3,2,0,No,0
1412,35,Male,Single,2,Research & Development,Manufacturing Director,3,9362,11,4,3,3,2,2,2,No,0
1415,25,Male,Married,3,Research & Development,Laboratory Technician,1,3229,11,4,1,2,3,2,0,No,0
1417,26,Male,Single,3,Research & Development,Laboratory Technician,1,3578,12,1,3,3,7,7,0,No,0
1419,29,Male,Single,3,Human Resources,Human Resources,3,7988,13,1,2,2,10,9,0,No,0
1420,49,Male,Single,2,Research & Development,Laboratory Technician,2,4284,20,1,1,3,4,3,1,No,1
1421,29,Female,Single,1,Research & Development,Healthcare Representative,3,7553,12,4,3,3,8,7,7,Yes,1
1422,54,Female,Single,3,Research & Development,Research Director,4,17328,19,4,4,2,20,7,12,No,0
1423,58,Female,Married,3,Research & Development,Research Director,5,19701,21,1,4,3,9,8,1,Yes,0
1424,55,Male,Divorced,4,Research & Development,Research Director,4,14732,13,4,2,4,7,7,0,No,0
1425,36,Female,Single,4,Sales,Sales Executive,2,9278,16,2,1,3,5,4,0,Yes,0
1427,31,Female,Single,4,Sales,Sales Representative,1,1359,12,3,2,3,1,0,0,No,1
1428,30,Female,Divorced,4,Sales,Sales Executive,2,4779,14,1,4,3,3,2,0,No,0
1430,31,Female,Single,5,Research & Development,Research Director,4,16422,11,2,1,4,3,2,1,No,0
1431,34,Male,Divorced,4,Research & Development,Research Scientist,1,2996,14,1,4,3,4,3,1,No,0
1433,31,Female,Single,3,Research & Development,Research Scientist,1,1261,12,2,1,4,1,0,0,No,1
1434,27,Male,Married,1,Research & Development,Laboratory Technician,1,2099,14,1,2,4,5,0,1,No,0
1435,36,Male,Single,4,Research & Development,Laboratory Technician,2,5810,16,4,1,2,10,4,1,No,0
1436,36,Female,Married,4,Sales,Sales Executive,2,5647,13,1,3,2,3,2,0,No,0
1438,47,Male,Married,3,Research & Development,Research Scientist,1,3420,12,4,1,2,6,5,1,No,0
1439,25,Male,Married,2,Sales,Sales Representative,1,4400,12,1,1,3,3,2,2,No,1
1440,37,Male,Single,2,Research & Development,Laboratory Technician,1,3500,14,3,3,1,6,5,1,No,0
1441,56,Female,Married,2,Research & Development,Research Scientist,1,2066,22,1,1,4,3,2,1,No,0
1443,47,Female,Married,4,Research & Development,Research Director,4,17169,19,3,1,4,20,17,5,No,0
1445,24,Female,Married,1,Sales,Sales Executive,2,4162,12,3,4,3,5,4,0,Yes,0
1446,32,Male,Married,5,Sales,Sales Executive,2,9204,12,4,4,2,4,3,0,No,0
1447,34,Female,Married,3,Research & Development,Laboratory Technician,1,3294,17,2,4,2,5,4,0,No,0
1448,41,Male,Married,5,Research & Development,Research Scientist,1,2127,12,3,2,2,4,2,0,Yes,0
1449,40,Male,Divorced,4,Research & Development,Laboratory Technician,2,3975,11,3,3,4,8,7,0,No,0
1453,31,Male,Divorced,2,Sales,Sales Executive,3,10793,18,4,1,3,13,7,9,No,0
1457,46,Male,Divorced,3,Sales,Sales Executive,3,10096,11,4,1,4,7,7,4,No,1
1458,39,Female,Single,3,Research & Development,Laboratory Technician,1,3646,23,1,1,4,1,0,0,Yes,1
1459,31,Female,Single,5,Research & Development,Manufacturing Director,3,7446,11,2,3,3,10,8,4,No,1
1460,45,Male,Divorced,3,Research & Development,Healthcare Representative,3,10851,18,1,2,3,7,7,0,Yes,0
1461,31,Female,Single,2,Human Resources,Human Resources,1,2109,18,2,4,3,3,2,0,No,0
1464,31,Male,Married,3,Research & Development,Laboratory Technician,1,3722,13,4,2,1,2,2,2,Yes,1
1465,45,Male,Married,3,Research & Development,Manufacturing Director,3,9380,18,4,2,4,3,1,1,Yes,0
1466,48,Male,Divorced,3,Sales,Sales Executive,2,5486,11,1,3,3,2,2,2,No,0
1467,34,Female,Married,4,Human Resources,Human Resources,1,2742,15,3,1,3,2,2,2,No,1
1468,40,Male,Divorced,1,Research & Development,Research Director,3,13757,11,2,4,3,9,8,4,No,0
1469,28,Male,Single,3,Sales,Sales Executive,2,8463,18,1,4,3,5,4,1,No,0
1471,44,Male,Single,3,Research & Development,Laboratory Technician,1,3162,14,3,3,3,5,2,0,No,0
1472,53,Male,Single,3,Research & Development,Research Director,4,16598,12,2,4,2,9,8,8,No,0
1473,49,Male,Married,4,Research & Development,Healthcare Representative,2,6651,14,3,1,2,3,2,1,No,0
1474,40,Male,Divorced,3,Research & Development,Research Scientist,1,2345,14,3,3,4,3,1,1,No,0
1475,44,Male,Single,3,Research & Development,Research Scientist,1,3420,13,2,4,2,5,2,1,No,0
1477,33,Male,Married,3,Sales,Sales Executive,2,4373,14,1,4,3,4,3,0,No,0
1478,34,Male,Single,3,Sales,Sales Executive,2,4759,18,1,4,3,13,9,3,No,0
1479,30,Male,Married,1,Sales,Sales Executive,2,5301,15,3,4,2,2,1,2,No,0
1480,42,Female,Single,2,Research & Development,Laboratory Technician,1,3673,13,4,1,3,12,9,5,No,0
1481,44,Female,Married,5,Sales,Sales Executive,2,4768,12,3,1,2,1,0,0,No,0
1482,30,Male,Divorced,3,Research & Development,Research Scientist,1,1274,13,3,3,2,1,0,0,No,0
1483,57,Male,Married,2,Research & Development,Research Scientist,2,4900,24,3,2,2,12,9,2,No,0
1484,49,Male,Divorced,4,Research & Development,Healthcare Representative,3,10466,14,2,3,3,8,7,0,No,0
1485,34,Male,Divorced,3,Research & Development,Research Director,4,17007,14,1,2,2,14,8,6,No,0
1486,28,Male,Married,3,Sales,Sales Representative,1,2909,15,3,1,4,3,2,1,No,1
1487,29,Female,Single,3,Sales,Sales Executive,2,5765,11,2,1,1,5,3,0,No,1
1489,34,Female,Single,4,Sales,Sales Executive,2,4599,23,2,1,4,15,9,10,Yes,1
1492,35,Male,Married,1,Sales,Sales Representative,1,2404,13,3,4,3,1,0,0,No,0
1494,24,Male,Single,3,Research & Development,Laboratory Technician,1,3172,11,1,2,2,0,0,0,Yes,1
1495,24,Female,Married,2,Sales,Sales Representative,1,2033,13,2,4,3,1,0,0,No,0
1496,44,Male,Single,1,Research & Development,Manufacturing Director,3,10209,18,3,2,2,2,2,2,Yes,0
1497,29,Male,Divorced,3,Sales,Sales Executive,2,8620,14,3,3,3,10,7,0,No,0
1499,30,Male,Divorced,3,Human Resources,Human Resources,1,2064,21,3,3,4,5,3,1,No,0
1501,55,Male,Married,4,Research & Development,Healthcare Representative,2,4035,16,3,4,3,3,2,1,Yes,0
1502,33,Female,Married,4,Research & Development,Laboratory Technician,1,3838,11,2,1,3,5,4,0,No,0
1503,47,Female,Married,3,Sales,Sales Executive,2,4591,17,3,3,2,5,4,1,Yes,0
1504,28,Male,Single,2,Research & Development,Laboratory Technician,1,2561,11,1,3,2,0,0,0,No,1
1506,28,Male,Divorced,3,Research & Development,Research Scientist,1,1563,14,3,1,1,1,0,0,No,0
1507,28,Male,Single,3,Sales,Sales Executive,2,4898,14,1,3,3,4,2,1,No,0
1509,49,Female,Married,2,Research & Development,Laboratory Technician,2,4789,25,1,3,3,3,2,1,No,0
1513,29,Female,Married,1,Research & Development,Laboratory Technician,1,3180,13,2,4,3,3,2,0,No,0
1514,28,Male,Married,1,Research & Development,Manufacturing Director,2,6549,14,2,3,2,8,6,1,No,0
1515,33,Male,Single,5,Research & Development,Healthcare Representative,2,6388,17,3,4,3,0,0,0,Yes,0
1516,32,Male,Single,3,Research & Development,Manager,3,11244,25,4,3,4,5,2,0,No,0
1520,54,Female,Divorced,4,Research & Development,Manager,4,16032,20,4,2,3,14,9,1,No,0
1522,29,Male,Single,4,Research & Development,Research Scientist,1,2362,13,1,1,1,9,7,0,No,1
1523,44,Male,Married,3,Research & Development,Research Director,4,16328,13,1,4,4,20,6,14,No,0
1525,39,Female,Single,3,Research & Development,Manufacturing Director,3,8376,18,2,2,3,2,0,2,No,0
1527,46,Female,Married,3,Sales,Manager,4,16606,12,2,3,4,13,12,5,No,0
1529,35,Female,Single,3,Research & Development,Healthcare Representative,3,8606,19,2,4,1,11,8,3,No,0
1533,23,Male,Single,1,Research & Development,Laboratory Technician,2,2272,14,3,1,3,4,3,1,No,0
1534,40,Male,Single,4,Research & Development,Laboratory Technician,1,2018,14,1,4,1,5,4,1,No,1
1535,34,Male,Married,3,Sales,Sales Executive,3,7083,14,3,4,3,10,9,8,Yes,0
1537,31,Female,Single,3,Research & Development,Research Scientist,1,4084,12,3,4,1,7,2,7,No,1
1539,50,Male,Single,5,Research & Development,Research Director,4,14411,13,4,3,3,32,6,13,Yes,0
1541,34,Male,Married,2,Sales,Sales Representative,1,2308,25,3,2,3,11,10,5,Yes,0
1542,42,Male,Married,3,Research & Development,Laboratory Technician,1,4841,14,2,3,3,1,0,0,No,0
1543,37,Male,Married,3,Research & Development,Research Scientist,2,4285,17,4,1,3,10,8,3,No,0
1544,29,Female,Married,1,Research & Development,Healthcare Representative,2,9715,13,1,3,3,7,7,0,No,0
1545,33,Male,Single,3,Research & Development,Manufacturing Director,2,4320,13,2,4,3,5,3,0,No,0
1546,45,Male,Married,3,Research & Development,Research Scientist,1,2132,20,4,4,3,5,4,0,No,0
1547,42,Male,Married,3,Research & Development,Healthcare Representative,3,10124,14,4,4,1,20,8,13,Yes,0
1548,40,Male,Married,2,Sales,Sales Executive,2,5473,12,1,1,4,8,4,7,No,0
1549,33,Male,Married,4,Research & Development,Laboratory Technician,2,5207,12,3,2,3,15,14,5,Yes,0
1550,40,Male,Single,2,Human Resources,Manager,4,16437,21,4,3,3,21,7,7,Yes,0
1551,24,Male,Divorced,2,Research & Development,Laboratory Technician,1,2296,14,1,3,3,1,1,0,No,0
1552,40,Male,Divorced,2,Research & Development,Healthcare Representative,2,4069,18,4,4,3,2,2,2,Yes,0
1553,45,Male,Divorced,4,Research & Development,Healthcare Representative,3,7441,12,2,1,3,10,8,7,No,0
1554,35,Female,Married,4,Sales,Sales Representative,1,2430,23,3,2,3,5,3,4,No,0
1555,32,Female,Married,2,Research & Development,Research Scientist,2,5878,12,2,4,3,7,1,2,No,0
1556,36,Male,Single,4,Sales,Sales Representative,1,2644,21,4,3,2,3,2,1,Yes,0
1557,48,Female,Divorced,4,Sales,Sales Executive,2,6439,14,3,3,3,8,7,7,No,0
1558,29,Male,Married,3,Research & Development,Research Scientist,1,2451,18,3,3,2,1,0,0,No,0
1560,33,Male,Married,4,Sales,Sales Executive,2,6392,13,1,1,1,2,2,2,No,0
1562,30,Male,Married,3,Sales,Sales Executive,2,9714,11,1,2,3,10,8,6,No,1
1563,38,Male,Married,4,Human Resources,Human Resources,2,6077,11,3,3,3,6,3,1,No,0
1564,35,Male,Single,3,Research & Development,Laboratory Technician,1,2450,19,1,4,3,3,0,1,No,0
1568,30,Male,Married,4,Sales,Sales Executive,3,9250,12,2,3,3,4,2,1,No,0
1569,35,Female,Divorced,3,Research & Development,Laboratory Technician,1,2074,12,1,1,3,1,0,0,Yes,1
1572,53,Female,Married,5,Research & Development,Manufacturing Director,3,10169,16,4,3,3,33,7,1,No,1
1573,38,Male,Married,3,Research & Development,Manufacturing Director,2,4855,11,2,3,3,5,2,1,No,1
1574,32,Male,Married,4,Research & Development,Research Scientist,2,4087,14,1,4,2,6,5,1,No,0
1576,48,Female,Married,4,Research & Development,Research Scientist,1,2367,12,1,3,2,8,2,7,No,0
1577,34,Male,Single,4,Research & Development,Research Scientist,1,2972,13,4,1,1,1,0,0,No,0
1578,55,Male,Married,5,Sales,Manager,5,19586,21,4,3,3,36,6,2,No,0
1580,34,Male,Married,4,Research & Development,Research Scientist,2,5484,17,4,2,2,2,2,2,No,0
1581,26,Female,Married,3,Research & Development,Research Scientist,1,2061,21,4,1,3,1,0,0,No,0
1582,38,Male,Married,3,Sales,Sales Executive,2,9924,11,2,3,3,9,8,7,No,0
1583,38,Female,Single,3,Sales,Sales Executive,2,4198,12,2,2,4,3,2,1,No,0
1585,36,Female,Single,4,Sales,Sales Executive,2,6815,13,3,2,3,1,0,0,No,0
1586,29,Male,Single,1,Research & Development,Laboratory Technician,1,4723,18,1,2,3,10,9,1,Yes,0
1587,35,Female,Single,4,Research & Development,Healthcare Representative,2,6142,16,3,1,3,5,2,0,Yes,0
1588,39,Male,Married,3,Sales,Sales Executive,3,8237,11,3,4,3,7,6,7,No,0
1590,29,Male,Divorced,1,Research & Development,Healthcare Representative,2,8853,19,4,1,4,6,4,1,No,0
